사원ID,부서,성과등급,근속연수,교육참가횟수,평균만족도
kir87a2opc,XY,C,20.0,25,4.6
4e77abgjtc,YC,C,16.0,10,4.2
o0mp9tlkwn,YF,S,9.0,7,1.9
p6n2qop068,XX,A,11.0,12,2.9
gudhti1a6j,YG,S,4.0,4,
xhctz2szn8,YD,C,4.0,6,1.3
a9kbclszx6,YG,B,6.0,5,3.6
zd9sl3nq5f,YF,C,17.0,8,3.4
7d0zm9bx8d,YG,B,18.0,14,
zc4zjqkv3o,YF,A,7.0,10,4.0
pgbtbowbba,YG,B,17.0,10,1.2
i7kw5faajj,XZ,S,3.0,3,2.3
ssfuz5mk9i,YB,S,16.0,23,2.4
ox1md8ck3j,YE,S,,18,1.7
70yoedbxav,YE,B,2.0,3,4.8
2xk2cvikzy,YA,S,20.0,26,3.5
oe2colvlvo,XX,S,13.0,12,2.7
ya67z9xswp,XX,S,9.0,13,2.6
slypyqhyqs,YA,A,7.0,9,0.8
d7cakmop5n,YC,B,13.0,13,1.9
bp3e6l11lr,YE,B,8.0,9,3.4
2lzh92decd,YC,C,19.0,9,4.6
sbd7qsfi1b,YF,B,,7,4.1
s9j3dkdvv3,YF,A,9.0,12,1.5
00u8xsko4i,XY,B,15.0,18,2.2
lr118wai2q,YG,A,6.0,6,0.4
n8day0i4lw,XX,A,10.0,7,0.5
gx5k1i2brq,XY,B,9.0,9,2.4
hwgvulrlon,YB,C,3.0,2,2.7
tufp9mwl16,YA,S,17.0,23,1.3
6eygm4kjhn,YA,S,14.0,19,3.2
x0j32o99uf,YF,B,8.0,12,3.5
pg7w8zczyw,YE,B,,18,1.5
nqwb9ij3ef,YC,A,8.0,7,3.8
xosivu427l,XX,B,15.0,15,1.0
bo6n2klwun,XY,A,15.0,21,2.7
33v925ontf,YC,C,13.0,10,4.0
uko7giodn7,XY,B,2.0,1,2.7
ikcnv9am35,YG,S,2.0,3,4.5
20uvblijqv,YB,S,13.0,8,0.3
j96xbjutpx,YB,B,16.0,10,2.9
047z1bem8b,YC,A,5.0,5,2.8
1uccm30ook,YC,S,8.0,6,3.3
u5yb3ro37k,YC,A,17.0,15,4.2
uarpytekj2,XY,B,4.0,2,3.6
3hcj0rsd8o,YG,B,8.0,12,4.0
ygmav4no0v,XZ,S,7.0,10,1.4
nuel6dw9av,YC,B,17.0,24,1.9
2fwfmbgg6h,YE,C,9.0,9,3.1
zahkahgz59,XX,C,7.0,6,2.8
1ulxgzsl9e,XX,S,11.0,8,4.8
nepfab96c8,XY,C,17.0,19,0.9
edz8008j3v,YC,A,12.0,14,1.8
0snbecrqxc,YF,S,14.0,8,2.9
3033ysasc7,YA,S,7.0,3,4.3
doiho3wh8z,XZ,A,2.0,2,4.6
7mcggly9vx,YE,C,20.0,24,1.7
utu5g86h0s,YG,C,13.0,15,0.3
jw7yiktlt0,YF,C,7.0,5,2.1
1zdt21kzqx,YB,S,19.0,28,2.0
8xlo3ohujn,YF,S,14.0,10,4.9
1431s99dhr,XY,C,8.0,9,
34vjar6cja,XZ,B,14.0,7,1.5
mlmf3kgygl,YD,C,9.0,4,1.8
zu2ex9u1o0,YD,A,18.0,26,2.0
nsnrqy1c1c,YC,S,10.0,8,4.1
rh104hpj5e,YC,A,14.0,13,0.4
y9333mntcv,XY,A,3.0,2,1.6
v1t5wf9xrx,YG,S,5.0,4,4.8
7zko2jv8hc,YC,B,3.0,1,0.8
4tbr99i8lt,YA,C,5.0,5,3.7
bvc6v7sydy,XZ,A,19.0,18,1.8
1zztx6dijr,XY,S,6.0,3,2.9
mrrf65ptkj,XX,A,20.0,26,0.5
pfjg0nr6r8,YB,C,11.0,15,1.5
zn2dlp19hx,XY,B,19.0,20,2.5
x4fvx2dqhx,XY,B,11.0,8,1.2
txy3aiu471,YD,B,6.0,6,2.7
0edhga2scs,YE,S,18.0,24,1.1
6zfsplk7nt,YG,S,14.0,11,3.3
wn0osqw8pz,YE,B,18.0,24,4.5
kqs6svza7m,YA,C,10.0,5,0.4
z4hjvoz3ld,XX,C,13.0,12,1.1
wxqbvl3x6d,YD,S,15.0,19,4.2
yxvy9mfsdm,XX,B,15.0,21,3.2
o4m6lamwat,YA,C,9.0,11,0.4
cms54tu14b,YE,C,6.0,5,2.4
o8enpyh2wo,XY,C,20.0,30,1.0
x3050zzq44,YC,S,,8,
nznolopvwb,YC,B,10.0,12,4.7
e5cxg6o43x,YF,A,8.0,10,3.8
69pihg42gi,YB,B,9.0,13,3.5
e3fmu5yk6x,YG,B,,15,1.2
4tdt0e85iy,YA,S,15.0,10,0.6
vtkn3swm32,YB,C,12.0,16,4.4
heb118hfrd,YG,C,,15,0.0
zgp4amu0hh,YB,S,9.0,7,1.9
kbz96xrp6a,YE,S,,4,1.4
oqyyci3b8z,YG,S,19.0,19,2.9
sfwudslw87,YE,S,4.0,4,1.3
lhf5ccrx41,XY,S,14.0,16,1.6
rkbjawxwbe,YD,A,13.0,7,4.3
fm8p3008p8,YE,B,16.0,21,3.0
3075ecyw4e,YC,B,,19,0.7
dh29lsnahq,YB,B,6.0,4,3.6
xrk64d53ae,YF,C,8.0,5,1.0
m7rirjof1m,XZ,A,12.0,7,2.2
4gwdu28w9p,YG,B,12.0,15,3.2
ctbjn4u0ij,YA,C,16.0,22,1.4
8spe8s2bim,YF,A,11.0,10,1.9
7chkajfom8,YC,A,16.0,19,3.7
vwj70lhhpl,YE,C,14.0,17,4.7
51v8l0i5k0,YD,A,15.0,7,
hl91hl5o4m,XY,C,18.0,26,0.0
jjgfo2asy7,XZ,B,14.0,20,1.7
13sa3o4d3j,XX,C,,5,2.0
yqbd3do6ej,YF,A,2.0,3,1.7
epgpk5gvj9,YD,B,2.0,3,2.2
dq8ujg2v0w,XX,B,16.0,23,3.2
on4qmxm72l,XZ,S,17.0,13,0.6
lq2mr57bp2,YA,S,13.0,7,
ipde0zi1j4,YA,A,7.0,4,2.5
s8b4tlaoi1,YB,C,7.0,10,1.6
gzvpo8h8sj,XZ,C,13.0,7,5.0
q1kd5yiglt,XZ,A,16.0,15,2.2
nc4dagln6g,XX,B,,7,4.3
ves42844j0,YD,A,5.0,2,4.5
1djclewzx3,YG,A,3.0,4,4.2
gtbqhbsoaq,XX,B,13.0,16,0.2
ee0xy817b9,XY,C,8.0,7,4.7
5xfgcb5yx2,YA,A,10.0,11,0.6
95pb1ztk86,YA,C,10.0,6,0.2
uv3sj58zb4,YB,A,9.0,7,2.1
0v8vy5r4c5,XY,B,15.0,7,1.0
z3ulc3eqct,YA,B,2.0,1,0.9
xzyigr739c,XX,S,13.0,18,1.4
c04qw3mbwd,XY,B,3.0,3,
snq2aflzft,XX,S,14.0,17,3.4
vgvii6wqip,YG,A,5.0,5,0.9
23qwg2cw55,YG,C,,19,2.7
t5n1blp4x4,YA,B,20.0,24,4.9
jnxsfimfdt,YA,B,17.0,21,2.2
h0p8adlzrk,YD,B,15.0,22,3.2
php3i4s548,YG,A,9.0,4,4.8
f9jec2n7so,YF,S,13.0,7,0.7
1lchg4erc6,YF,A,10.0,6,2.1
9g4nhqj863,YB,C,7.0,10,4.3
svhpg3d7p0,YG,A,19.0,20,4.7
0i75dswkxh,XX,C,3.0,2,3.0
kv6pr89jg1,XX,B,9.0,6,0.7
kdzu1hamxk,YC,C,15.0,14,4.5
xifwluasi9,XY,C,7.0,5,0.9
s1fgnsg78j,YE,S,11.0,10,1.8
sbkn9sxofe,YF,C,9.0,9,1.9
ije5c3tt4o,YA,C,18.0,10,2.2
4l64fxypt1,YB,A,13.0,11,4.0
j8qa9t02aq,YE,B,18.0,9,4.0
evbost06rh,XZ,A,14.0,19,3.6
e0hxo096dg,YB,A,20.0,23,0.1
q6jdom1waq,XZ,B,13.0,14,2.8
vnhp3t6m37,YG,B,17.0,11,3.7
t873q61xi5,XZ,C,6.0,6,2.2
fhfuq6kw94,XZ,C,17.0,16,4.7
yh6a22sb67,YD,S,7.0,5,4.1
vgnsdtjaha,YD,A,12.0,10,3.2
0bdcfhz6uo,YD,B,18.0,9,0.3
t6umfyvjvb,YG,C,15.0,12,3.3
4ddv7r2820,YE,B,7.0,5,4.6
h0zy913mjw,YB,C,12.0,6,1.9
d9t9q4hai3,YB,S,13.0,15,4.2
keft1adgg9,YA,S,14.0,12,1.6
uby0cfykmk,YD,B,5.0,7,2.9
icua55bydj,YG,S,8.0,5,3.2
anoe2l6dv7,YA,B,,4,3.4
azp95176x4,XY,C,7.0,10,4.4
f2y624y8br,YA,A,7.0,8,
fpx35vgisg,YE,S,19.0,23,1.3
eqoy9tnxo7,YF,C,9.0,5,3.5
fi5a54wi9e,XZ,A,9.0,7,0.9
17n6i2s3a3,YD,A,9.0,6,2.3
vuie7qur29,YF,A,9.0,12,0.1
vuy5gu168s,YA,C,2.0,2,0.7
5n0mk7f8cy,YG,C,3.0,3,
7xb10od7vu,XZ,B,13.0,12,3.7
sui6b9ls8u,YB,A,16.0,11,0.6
9hx1ejydbf,XX,A,,7,1.1
o8ty8kl55r,XZ,A,,4,
9820tn64u4,YE,B,15.0,7,2.2
fkopbrpp3q,YE,A,9.0,9,0.6
0rdumo9ed3,YA,C,14.0,10,2.2
yr11hi49ux,XY,A,20.0,27,
wx6yf33xmu,YE,S,6.0,9,3.4
0lehsv6jwm,YE,C,14.0,21,1.4
gfcaukfc1i,YG,B,2.0,2,3.4
ad5idsor1p,YA,A,17.0,12,4.6
hyky5hsbg2,XZ,S,3.0,2,1.7
kgvcserq8s,XY,B,8.0,9,1.6
oq00a1sype,YF,B,7.0,8,2.9
rc9x5m3797,XX,C,6.0,3,1.2
8dy6op51xm,YD,B,5.0,5,3.3
mg99t1rn6d,YB,B,3.0,2,4.2
5a5smkd54l,YE,B,11.0,16,2.3
3ivxa2svlt,YA,B,6.0,8,3.4
g9e188k8p6,YD,A,19.0,17,
9h5cy6gh29,YB,A,11.0,16,
nqkav0hiez,YB,A,16.0,19,0.9
j1zh98726d,YF,A,10.0,15,4.5
1k1mu6v5jo,YF,S,12.0,11,4.7
k0jxi9s23g,YF,A,18.0,25,3.9
bacybgfbf8,YC,B,10.0,9,4.6
jd944lehwm,YC,A,17.0,20,1.5
4t5vf2vlln,YB,A,7.0,7,1.2
j18oovzz7e,YF,C,12.0,18,1.9
9mw9o3yixi,YG,B,18.0,18,0.3
rsnq0i41g1,YE,A,5.0,3,
39rupg9kvm,YD,A,16.0,9,4.9
5s2g91xv8x,YD,A,2.0,3,4.1
hywcv14tz7,YC,S,2.0,3,2.8
5zfftxq88x,YB,A,10.0,15,
ffabjer09v,YA,C,13.0,9,1.0
5a3ven665c,XZ,B,5.0,7,1.8
rgg2u9bi4d,XZ,B,14.0,13,3.3
94lvwlikwl,YC,A,8.0,12,2.2
r4xcl076v3,YA,A,9.0,5,
mdjvmdxnd0,YC,A,,16,4.3
68qvqgnmm2,XZ,B,12.0,17,0.5
jpk7qeckiy,YA,B,10.0,13,0.7
59pn0g6o3y,YF,S,17.0,20,3.4
kf2tymse9k,YB,C,11.0,10,1.2
zpz2e6cegn,YD,S,12.0,11,4.0
iurhee4l2l,YG,C,13.0,16,3.0
fz03s1hrv5,XY,S,15.0,9,1.1
31zpqcezb5,YB,B,20.0,20,2.4
toj19tgg42,YF,S,13.0,15,2.0
tjsdhugcoc,XZ,C,19.0,23,4.4
qnx76z08er,YF,A,18.0,21,0.2
pk9csai99a,YC,C,4.0,6,4.5
8bl1la4qr0,YA,A,2.0,2,3.3
me6yfgn50d,YD,B,20.0,25,3.7
02qhcjw834,YE,C,5.0,6,0.0
dhn371kp9l,YC,S,17.0,16,3.1
3z7hmngouo,YB,C,13.0,11,2.9
dho8k6hhfs,YC,A,14.0,14,2.7
egb2rtbm62,YB,B,,22,3.9
3o6fnmip55,YE,S,9.0,8,2.8
warqtkbrfv,XX,C,14.0,7,4.3
6rwy93lb08,YD,A,6.0,8,1.2
n7lasuko3j,YG,S,19.0,15,4.0
0iuhny3j2i,YG,B,16.0,16,0.9
f77n7wfr2e,XY,S,13.0,7,4.1
ht0jjp5eyt,YF,B,,21,4.7
0765ceyfvx,XX,S,16.0,17,1.7
yng622vnsd,YG,C,3.0,1,2.6
ug0ruopyqf,YC,A,7.0,7,3.3
j8cixdyn9s,YF,C,18.0,26,0.4
5nxl6gqjoc,XX,C,17.0,9,2.5
y35vecb2hu,YA,B,18.0,12,1.8
56ac6l37z7,YA,B,10.0,15,4.4
yh7v06jkpc,YF,B,6.0,5,4.4
nr4cir01yd,YB,C,2.0,1,3.5
u0j2j78p53,YB,S,7.0,4,3.3
0df03x1hdt,YC,S,15.0,18,3.7
2a0u58j194,XX,C,18.0,10,1.8
buby01gyq1,XX,C,20.0,16,2.0
f681wey8de,YF,A,2.0,3,2.8
hryw5j1k76,XZ,B,,3,4.7
ot606ltlrm,YA,B,14.0,20,
dzp3rdn61e,XX,C,15.0,9,2.8
7etvo9pcxb,YF,C,7.0,4,3.9
nt4hi5zbm3,YE,S,7.0,10,1.9
25vg5j1ti5,XY,C,2.0,2,3.7
ayt0npe03a,YE,S,15.0,10,2.1
kkb15s5910,YD,C,,2,1.4
pauqbd0w91,YC,A,11.0,15,
bf3tomz3ru,XX,A,20.0,12,3.4
x7h3m2k380,YD,S,20.0,26,
bozpwee3yn,YG,B,20.0,16,
0n0maxalr0,YD,A,5.0,3,3.5
pff0l261qq,YF,S,20.0,20,3.8
r4g941kp6h,XX,C,11.0,6,
wlcq4k0zke,XY,C,3.0,4,
d63iletics,YF,S,5.0,7,4.8
94i31s7l90,YF,B,7.0,8,3.2
3uqo53pfbe,YC,S,8.0,9,3.9
aneg1jm311,YC,S,17.0,16,3.5
0yqjtha085,YA,A,8.0,9,1.0
ws6eqo7mc1,YA,S,19.0,11,0.4
7eks32jd1j,YB,S,20.0,26,3.6
jsnwmpem4t,XZ,C,,8,2.6
8eenp9c1mf,XX,A,11.0,8,3.5
onh65imwt7,XX,C,14.0,19,2.4
zcsoipcjj5,YD,C,19.0,18,1.6
dmv76fnhtu,XX,B,17.0,14,1.4
m178ycqkns,XX,B,18.0,18,
q5vz3j5yy3,XZ,A,,13,1.4
h6zi2kdo1x,YG,A,13.0,12,3.6
yvs5maarta,YA,B,11.0,16,1.9
ozza1758xv,YA,B,2.0,2,3.9
zxh12w42bn,XY,B,9.0,12,0.7
ds1oxdui3k,XX,B,19.0,26,1.0
bxpbke2bir,XZ,B,3.0,1,3.4
e8uw9q550v,YA,C,17.0,18,2.8
kzevccvhhr,XZ,A,13.0,6,1.0
wutax7ut31,YE,C,10.0,5,4.5
yi24wc721n,YG,C,4.0,5,1.4
kx2f5wsv60,XX,S,5.0,5,2.1
a9wumtjc88,XY,C,3.0,2,
xsdzsyga3u,YD,B,9.0,12,1.9
bgw5zatqz4,YA,B,11.0,16,2.5
yfcdaa3gdj,YE,S,17.0,23,1.5
0d2m2lwdcn,XZ,S,12.0,6,3.8
tn07f7yd06,YC,S,19.0,11,2.0
399e0niy83,YF,S,15.0,9,3.6
uv0n5cpape,XX,S,9.0,11,1.0
bdmyvgc63e,XX,C,,13,1.9
w0chur10ur,YE,S,18.0,14,0.0
p1euip247i,XZ,C,19.0,13,3.8
gz6ybyftps,YB,A,7.0,6,3.1
9fges5o5fo,XX,S,15.0,15,4.1
1mzua7942t,YB,S,4.0,2,2.3
0c111esio1,YC,C,8.0,4,4.0
xf0gmtl781,YE,A,,24,3.2
r8pi4on4fm,XZ,C,17.0,23,0.0
ug6laihhkv,XZ,C,17.0,19,1.3
gnop9t99j7,YG,S,9.0,6,2.5
upuf1wwa8h,YF,B,8.0,4,3.1
ptfxk2rpyh,YA,B,7.0,8,
rfj77ulgmf,YA,C,3.0,4,3.5
wdkt0f8gz8,YD,S,14.0,11,2.7
mo4hbbfuog,XY,A,13.0,17,2.6
t2p0h0s3je,YE,B,16.0,9,1.5
gtc42ssyc7,YC,A,10.0,12,3.0
h7gfkknm4w,XZ,B,3.0,4,0.1
o1awt8org0,YF,S,18.0,24,0.3
fsvf38dpjo,YB,C,6.0,6,3.7
3ai3unpfws,YE,A,12.0,15,1.6
7icq8z5ze4,YD,A,20.0,29,1.7
fyrm6v7hsg,YE,C,8.0,7,
xv0yrvtvrk,YD,A,3.0,2,2.2
gv2vze1102,XZ,B,17.0,22,0.3
o3w7o658yd,XY,C,13.0,9,1.5
s8rg77zdxt,YD,B,16.0,18,2.6
8pzsc0p0xy,XZ,B,2.0,3,2.3
meo084kmck,XZ,S,,12,5.0
2kdmsz9su4,XY,B,7.0,6,1.9
wltu5tjzvl,YA,S,14.0,15,1.9
53bnk1z0j3,YE,A,19.0,17,2.5
q2yhcfslg4,XX,A,4.0,4,1.0
y5xg165oqn,XX,S,2.0,3,4.4
ipamiz4oh6,YB,B,16.0,12,2.9
yxi9cg5ibb,YB,C,14.0,21,1.0
m42ew7m0k9,XX,C,6.0,6,4.0
5rcrdea06f,YC,S,14.0,15,0.2
fv91v9r3do,XX,A,,4,4.9
rmhc9dfssm,YB,A,,12,4.3
7q699sao4y,YF,C,19.0,20,2.9
e1w6fr7vz1,YB,S,11.0,9,0.6
sibk2u8t9q,YC,C,9.0,13,1.1
zb8dwswqgz,YE,B,,22,1.4
e1b22qxj8l,XX,B,5.0,7,1.2
ukdgikcgym,XY,S,3.0,2,2.5
4huyiraihm,YF,S,7.0,9,4.7
zt58avplbf,XZ,B,4.0,6,2.2
7d2ma1vk39,YC,A,8.0,11,3.3
s425n08nlx,YB,S,11.0,12,
a4ed9l2djt,XY,B,7.0,8,4.4
shozn9zgd4,YD,B,17.0,24,
hywvc1ccfx,YA,A,3.0,2,2.0
v2n0lgpk8y,XX,A,18.0,25,3.9
bcvfmkcfyb,YA,A,14.0,9,4.1
7ucqwgjkct,YC,A,2.0,1,4.6
igf4pwxlgy,YD,C,7.0,3,3.5
ur7q87skub,YD,A,6.0,4,1.2
2pv1rezqfr,YD,C,14.0,14,2.5
apd4vwzp45,XZ,S,19.0,24,0.2
14i26dk95h,YC,B,13.0,6,3.2
o5rcw402nm,YE,C,8.0,12,2.8
604ne7fqav,YA,S,16.0,9,3.3
shsthcxeg2,YE,S,4.0,2,4.7
2lb3vyw8kj,XY,C,17.0,21,3.4
32n9dhf6td,YG,S,2.0,3,
1ixtamhptz,YF,S,17.0,8,1.0
jly6cfcbdl,YF,C,13.0,6,4.3
3ueisem08v,YE,S,20.0,19,1.0
9rl1whpcs6,YG,A,9.0,9,0.8
rqx2b68djm,YG,A,13.0,12,
hthzzeu49z,XX,B,16.0,13,2.5
6ztilg69q4,XY,S,3.0,1,0.6
h1yiimpr7w,YC,B,18.0,10,4.7
t86j8465mg,YG,A,8.0,5,4.8
ps6ig65cqb,YB,A,14.0,14,4.9
iwxsomrvdu,YF,A,2.0,3,0.2
pm43umb7n7,YB,S,7.0,3,4.7
prrxcrk97o,XY,S,14.0,14,5.0
hzkbecwndk,YG,A,12.0,16,4.7
yluh61m9hn,YA,B,11.0,14,3.4
0gssvzpk96,YF,B,17.0,14,3.5
zhjuyvz6n5,XX,C,18.0,27,0.6
e0p1i13amo,XX,A,18.0,15,4.4
m09cociy86,YD,B,5.0,5,0.3
3tgy9j03gq,XZ,A,6.0,9,1.6
a2cq7t4suw,YG,B,15.0,21,5.0
o5onttfihc,XY,C,11.0,15,
j8hdwl7sum,YF,C,15.0,8,0.7
yqcnlvmj6r,XZ,A,2.0,3,
o3rf0f5qzj,XY,B,12.0,8,4.9
x5yutj5w80,YE,S,19.0,28,0.9
e1fxozhzov,YG,C,,22,
my2jqwpkkw,YC,A,19.0,24,2.0
5i4oaxmryq,YC,A,9.0,4,1.9
b571m5zmxe,YG,B,11.0,16,1.3
h72bsyxwzb,YD,A,11.0,11,0.2
h7wrs7v0lm,YD,C,6.0,9,1.3
r7kcs47ki0,YC,A,11.0,15,0.3
r6e21vnat6,YA,A,19.0,28,4.6
l4ke5s7kmh,YF,S,7.0,7,3.3
95z3zh3is3,YC,S,4.0,4,4.4
2addyi5eyx,YA,C,9.0,4,
0rwpc5yx6c,XZ,B,10.0,7,0.7
a6u3socira,YA,S,6.0,7,4.7
5gwqtuy2hw,XZ,B,3.0,4,4.5
z1js284zym,XY,C,3.0,2,1.7
10nhre3isk,YB,S,8.0,10,
053bkhywau,XY,B,18.0,15,3.5
obt0hvbeuv,YC,S,11.0,16,3.6
ohgerv5cbz,XZ,C,,15,4.5
j2am99rs1y,YC,C,3.0,1,0.3
77n9j81pba,YG,S,11.0,16,0.7
7jmqy3otw7,YF,B,2.0,2,3.0
rixxap14hm,XX,A,5.0,7,
2gns21ud3k,YC,A,14.0,7,0.2
6cyinaoz4e,YF,S,13.0,9,
zfqde3rci1,YA,B,12.0,9,2.9
0z4mykcvdz,XY,A,11.0,15,3.7
22t5yny0fa,YA,C,16.0,15,1.6
6shfydji1y,XX,B,6.0,9,2.4
c1he0f0sdc,XZ,A,18.0,10,4.1
o4flwztplu,YG,B,6.0,3,4.8
wz5dx19g9f,YF,S,3.0,3,1.2
6gi7ydw1qw,YG,B,10.0,10,1.3
kzxicxp8k2,YB,A,7.0,7,4.7
u4fdk8mvjr,YC,S,19.0,21,2.0
72yvrp7fo7,XZ,B,15.0,19,3.6
s50b73vhaz,YB,C,20.0,17,3.1
1a91qtyyic,YE,A,15.0,17,
k40mb7xpi4,YC,S,9.0,5,3.3
zgzu836bqh,YA,B,18.0,26,3.3
febunirxx4,XY,C,4.0,2,3.0
d0bachy8vf,YF,A,11.0,5,0.5
1ycxnj5hlj,XX,C,18.0,21,5.0
se73bl3aj4,XX,B,12.0,18,2.0
5tk84l0m5e,YA,B,9.0,6,3.2
pos1gxzuc9,YD,S,2.0,3,4.4
2vx08easyn,XX,C,14.0,19,2.1
an6mw02suj,YF,S,5.0,6,3.9
44nn56io5w,YA,A,8.0,11,4.9
g53qsfn3li,XZ,S,15.0,13,
bk5citn3jg,XX,A,6.0,7,2.0
idinj48w9x,YG,B,12.0,17,4.5
buiscti2nv,YA,B,18.0,12,0.8
xrctuykgaf,YF,C,6.0,5,0.1
lzlvhfoj8m,YG,A,4.0,4,4.5
bzax5i3u2n,YC,B,6.0,4,4.1
7ljw52cizi,YC,C,16.0,18,4.9
nz6i2otzmm,XX,C,20.0,23,0.3
sm3683uifj,YG,S,17.0,25,0.8
0on0wwx5tt,XY,C,9.0,10,0.5
pdollywty9,YC,B,14.0,11,3.4
ow9k4zonw9,XY,S,17.0,23,3.0
0wh8z5zhls,XZ,A,4.0,4,1.8
cksalhcfc3,YA,A,2.0,2,0.3
0ncv90mf8f,YB,B,10.0,7,3.2
uggx4ic93v,YF,B,10.0,15,2.9
5privb5i5n,YA,S,18.0,18,0.6
nc69kjvfd6,YF,S,3.0,3,4.5
a1hs7aexos,YG,B,10.0,11,1.0
ry3w49b47n,XZ,B,20.0,11,3.7
v101flpgnj,YE,A,14.0,7,4.4
azh0wij0lz,XX,A,6.0,4,2.9
1c83h3u491,YF,A,,6,1.2
4bssmfes02,YF,B,14.0,18,1.5
qhunksipf1,YG,C,2.0,3,4.4
1tt0tlvumx,XY,B,,10,1.5
uke8yw77n4,YA,B,,4,3.7
8uien85ja6,YE,A,5.0,5,5.0
eb4ckrq8w4,YD,B,11.0,12,5.0
tjhd59flfp,XX,S,7.0,5,2.7
mgy03eqgkk,YB,B,13.0,11,4.1
xz88x9zros,YD,B,17.0,9,5.0
g7gsyasfv7,YA,B,4.0,4,1.9
8mlswbu9li,XX,B,,7,1.3
q0goazjbhe,YF,C,2.0,1,0.6
pbsx9hvpeg,YB,B,11.0,8,0.7
fmh5k7cx8r,XY,S,16.0,9,
kjddql6aw1,YE,S,8.0,11,2.9
mfe575rsyh,XY,B,5.0,5,4.4
rvvq19ne6m,XZ,A,15.0,15,3.9
d4op4mtcb5,YG,C,17.0,21,
512y2y1bw7,XX,B,15.0,16,3.0
mp5hn8wv7k,XY,B,4.0,4,0.2
cnfyyjt62g,YD,B,18.0,10,4.4
8gqdy9mi6y,YG,A,15.0,11,
bvp1fi3aet,XY,A,19.0,10,2.8
lvv02kxaoe,YC,A,4.0,4,
lsjvpyfrsz,XZ,C,20.0,14,4.7
pkhk6ojq80,YA,S,,5,4.5
2s0jfvims9,YE,C,13.0,19,2.7
si69zv8ych,XZ,A,6.0,4,2.9
q8hum0g33o,YG,S,11.0,11,3.5
b2300hll4u,YC,S,,14,1.3
b9uxyrtlz5,XX,A,2.0,1,1.1
j4tt5pjdfb,YD,A,,7,3.4
fix5sphhbd,YE,C,4.0,4,0.5
3vxx242pqk,YE,A,20.0,25,2.3
lluigjywyw,XZ,S,12.0,14,
ky6jkmf9th,YG,B,17.0,22,1.9
7dt1qxli2t,XX,A,7.0,4,0.9
4rlt5srq03,YF,A,4.0,5,1.8
u3oeg9aoqm,YC,C,20.0,30,1.7
9q7eee0ein,YF,C,7.0,4,2.5
2cwa9ws4m3,YD,A,9.0,11,3.4
lcgx3lbyes,XX,S,14.0,18,4.8
1q9n2d7pha,XX,S,13.0,6,0.7
1tac30cfrt,YC,B,11.0,6,4.4
3n60k2ygab,YB,A,4.0,5,1.4
h29t2xrxj9,YF,C,5.0,4,3.0
isldkqqwlw,XY,S,2.0,3,2.7
w7irm4nhz9,YE,B,14.0,12,2.8
j7vejvt5sm,YB,A,5.0,7,3.6
h64wsih31d,XY,S,,12,1.9
irwbvtx4lj,YG,A,20.0,14,1.6
39yebjl29k,YC,A,12.0,9,4.3
q6d9s0a3gc,YG,S,13.0,12,1.1
07vixtu6se,YE,S,12.0,8,0.9
ludyc1kbzh,YA,S,7.0,7,0.1
4zfojttjst,XY,A,13.0,15,1.1
gtqocy1vgg,YB,A,,11,2.6
ym7lnuty34,XY,B,11.0,6,2.7
a7nl73nbqm,XY,C,4.0,5,1.3
i3o79ggz8h,YC,A,4.0,5,0.4
n1vjvgm737,YG,C,17.0,19,3.7
6l321xanjr,YF,S,4.0,4,3.8
v3p0nrcibe,YA,A,11.0,7,5.0
lm7d5e8u39,YC,B,12.0,10,4.5
m2llxmm1z5,YD,B,9.0,6,4.6
h64as62snr,YC,C,7.0,10,4.0
u6airg5bdv,YE,S,12.0,11,3.1
mb91qkmina,YA,C,13.0,7,0.6
uwol4qe8tk,XX,S,17.0,20,3.1
84z91dxws7,YD,B,,17,0.3
i6zq7ol3dn,XZ,C,14.0,19,4.4
g7hi8g68dn,YC,B,4.0,4,2.4
ectycjax8g,XY,B,16.0,18,
qn8zkn6l2o,YF,S,15.0,20,0.3
pasvb4vfcu,XX,C,19.0,24,2.7
layn46ia9t,YC,C,15.0,16,
s2bzcucuhf,YC,B,6.0,6,1.4
e9vdlqep6f,YB,B,15.0,22,1.9
77fyeax8az,YB,S,9.0,13,0.0
uv2zcuv0ld,XX,A,16.0,9,2.3
q3k33s0yvs,YG,A,16.0,23,2.4
e5qn5mqs6o,YB,B,20.0,23,4.3
3p5iqe2dtq,XY,A,,7,2.2
f55d1evhfi,YD,A,20.0,27,1.8
6259b6iema,XZ,A,9.0,13,5.0
cnixw6s4u3,YA,A,7.0,8,2.9
lk7uikwjlm,XZ,B,16.0,14,2.4
uf357crhno,XZ,A,4.0,6,2.5
7qiazt95l0,YA,A,11.0,6,4.0
gu6zltlkxn,YB,S,16.0,22,1.7
wwnpkhya2u,XX,B,17.0,24,1.9
fi5djhbncs,YA,C,18.0,21,3.8
pmct211l51,YE,C,20.0,16,0.4
inbyh02sjy,YG,S,12.0,6,4.3
foicnyxqzj,YD,S,17.0,10,2.2
ppwn6vlicv,YF,B,6.0,6,
iek2qb9izp,YB,C,6.0,4,3.8
nsrp3v743j,YG,A,15.0,13,1.3
0trf2spxy9,YA,S,19.0,25,4.5
1g9gfsm48z,YE,C,9.0,11,4.9
kkyqtllz5x,YF,B,6.0,4,2.5
kycibexx5f,YD,A,8.0,10,4.7
