지역,작물명,작물_분류,작업_상위_분류,등급,연속_작업_여부,작업_연도,작업_소요_일수,작업_순서,재배면적,작업_시작_일자,평균_기온,작업자_수,작업_유형
충청,감자,과일,경작,B,예,2021,16.0,3,31578.77,2023-08-30,17.42,6,1
전라,감자,과일,방제,A,아니오,2019,8.0,3,62782.28,2023-03-28,13.3,12,0
경상,벼,채소,수확,B,아니오,2022,19.0,3,57265.27,2023-03-04,16.18,11,0
전라,고구마,채소,수확,C,예,2019,20.0,3,24499.78,2023-02-02,13.1,14,0
충청,벼,곡물,경작,A,아니오,2023,22.0,2,95331.76,2023-04-01,24.0,14,0
충청,벼,과일,비료,C,예,2022,21.0,1,65647.21,2023-07-27,21.7,5,0
전라,벼,곡물,경작,C,아니오,2022,3.0,3,29889.03,2023-07-05,17.27,3,2
전라,벼,곡물,경작,B,아니오,2019,22.0,2,16746.75,2023-08-15,15.07,11,0
강원,밀,채소,경작,B,예,2022,27.0,2,84115.66,2023-04-06,24.11,18,0
충청,콩,채소,수확,A,아니오,2024,19.0,2,35070.1,2023-07-08,29.23,8,1
서울경기,벼,곡물,비료,A,예,2020,13.0,3,42545.51,2023-05-10,15.02,3,0
강원,콩,채소,수확,A,아니오,2024,7.0,2,60875.37,2023-10-09,25.4,3,1
서울경기,콩,곡물,비료,A,예,2018,22.0,1,12657.46,2023-06-16,14.27,13,0
전라,콩,곡물,비료,A,예,2023,16.0,3,26852.42,2023-07-22,21.72,5,0
충청,고구마,과일,수확,A,아니오,2023,13.0,3,55064.15,2023-08-05,23.67,14,1
강원,감자,채소,경작,B,아니오,2021,21.0,3,40773.72,2023-07-02,15.23,16,0
전라,고구마,채소,비료,A,아니오,2018,9.0,2,32657.61,2023-06-08,16.86,2,1
경상,감자,채소,방제,C,아니오,2018,14.0,1,13699.04,2023-02-28,18.31,1,2
전라,고구마,채소,비료,C,아니오,2018,9.0,2,2142.03,2023-04-17,19.36,11,2
전라,밀,곡물,비료,A,아니오,2021,17.0,2,74030.75,2023-07-18,19.82,11,0
서울경기,감자,곡물,경작,A,예,2020,11.0,1,44236.44,2023-03-19,21.72,6,0
서울경기,밀,곡물,경작,B,아니오,2023,21.0,3,66953.26,2023-05-18,24.19,10,0
서울경기,벼,채소,방제,A,예,2022,24.0,3,82935.07,2023-07-13,15.74,19,0
서울경기,벼,곡물,비료,B,예,2023,16.0,3,21175.11,2023-02-07,21.75,7,0
전라,고구마,과일,방제,B,예,2020,13.0,3,56023.22,2023-10-18,22.12,11,1
충청,벼,곡물,비료,A,예,2023,7.0,3,49007.38,2023-07-20,15.32,8,0
서울경기,감자,채소,방제,C,아니오,2024,10.0,1,90396.89,2023-07-21,23.43,12,0
서울경기,벼,곡물,비료,B,아니오,2023,14.0,2,47839.6,2023-06-21,12.73,19,0
전라,밀,채소,방제,B,아니오,2022,13.0,2,6858.44,2023-01-29,15.52,11,2
서울경기,고구마,채소,방제,A,아니오,2021,16.0,3,68023.32,2023-06-06,17.19,2,1
서울경기,벼,채소,비료,B,아니오,2020,9.0,1,48755.41,2023-07-10,13.61,15,0
충청,벼,곡물,비료,A,예,2024,24.0,3,50021.73,2023-05-06,19.01,6,0
서울경기,밀,채소,비료,C,예,2019,12.0,2,88779.89,2023-05-03,14.69,14,0
서울경기,콩,채소,비료,B,예,2020,9.0,1,63375.14,2023-06-30,12.91,13,0
경상,밀,채소,경작,B,아니오,2019,15.0,2,75617.54,2023-02-02,15.78,6,0
강원,콩,채소,비료,A,아니오,2023,7.0,3,20090.13,2023-05-31,15.68,7,0
전라,벼,과일,경작,A,예,2021,20.0,1,46670.24,2023-05-05,14.41,11,0
강원,콩,채소,경작,B,아니오,2018,15.0,3,64997.51,2023-06-06,15.28,12,0
서울경기,벼,과일,수확,B,예,2022,23.0,2,65231.74,2023-07-10,24.24,4,0
충청,밀,곡물,경작,A,예,2023,24.0,3,84592.77,2023-07-22,23.2,17,0
서울경기,감자,채소,경작,A,예,2024,17.0,1,62801.54,2023-08-20,21.01,19,0
서울경기,감자,채소,수확,B,예,2022,15.0,4,69731.08,2023-11-12,23.62,13,1
강원,감자,과일,비료,A,아니오,2019,24.0,3,51748.98,2023-05-19,21.22,5,0
전라,벼,곡물,경작,C,아니오,2018,17.0,3,71707.12,2023-08-05,21.36,5,0
전라,벼,곡물,비료,B,예,2020,16.0,3,37366.96,2023-05-04,21.28,7,0
전라,콩,채소,경작,B,아니오,2019,18.0,2,59887.01,2023-07-23,16.9,16,0
충청,벼,채소,방제,C,예,2018,19.0,2,74427.73,2023-07-03,15.17,13,0
강원,콩,채소,경작,C,예,2018,12.0,1,37455.45,2023-04-07,17.48,12,0
강원,고구마,곡물,경작,C,예,2021,19.0,1,54819.06,2023-04-20,20.51,6,0
전라,콩,곡물,경작,A,예,2019,16.0,1,83299.02,2023-07-10,19.97,9,0
충청,감자,채소,방제,B,예,2022,20.0,3,63320.43,2023-03-30,12.12,7,0
경상,고구마,곡물,경작,B,예,2022,15.0,1,44306.5,2023-04-27,21.87,3,0
강원,벼,곡물,수확,B,예,2021,20.0,2,22877.84,2023-03-22,19.25,14,0
서울경기,고구마,채소,비료,A,아니오,2018,20.0,3,73660.65,2023-05-19,23.24,11,0
서울경기,밀,과일,수확,A,아니오,2021,18.0,2,70987.86,2023-05-16,17.61,8,0
서울경기,콩,곡물,비료,A,아니오,2018,17.0,3,25784.53,2023-07-24,16.59,17,0
강원,고구마,채소,비료,A,예,2020,21.0,4,54063.23,2023-10-31,20.63,3,1
충청,고구마,곡물,비료,A,예,2021,17.0,2,92510.15,2023-04-27,17.97,13,0
전라,콩,과일,경작,B,예,2021,7.0,3,52276.56,2023-05-19,19.45,18,0
서울경기,밀,곡물,비료,A,예,2023,27.0,1,79072.48,2023-03-31,12.98,16,0
강원,밀,채소,수확,C,예,2022,17.0,4,33137.7,2023-09-15,24.06,11,1
전라,벼,과일,경작,A,예,2018,27.0,1,12363.46,2023-07-01,13.96,14,0
충청,밀,채소,비료,B,아니오,2021,16.0,1,79508.69,2023-03-17,24.21,5,0
서울경기,벼,곡물,경작,A,아니오,2024,10.0,2,88766.7,2023-08-31,20.07,13,0
전라,밀,과일,수확,B,예,2021,16.0,2,14295.77,2023-09-11,19.55,2,1
강원,벼,채소,비료,A,아니오,2020,16.0,1,41329.31,2023-06-19,13.9,13,0
서울경기,콩,곡물,수확,C,아니오,2021,13.0,1,30811.56,2023-08-13,22.45,15,0
경상,콩,과일,방제,B,예,2018,14.0,3,36237.1,2023-03-22,19.8,19,0
전라,밀,채소,경작,A,아니오,2024,23.0,2,97782.43,2023-07-17,24.98,16,0
강원,벼,채소,경작,B,아니오,2021,26.0,3,88519.48,2023-05-22,15.51,17,0
서울경기,벼,과일,방제,C,예,2022,15.0,3,20469.83,2023-02-19,24.93,19,0
강원,감자,채소,비료,B,아니오,2022,9.0,2,11039.96,2023-05-15,29.96,2,1
충청,콩,과일,비료,A,아니오,2021,26.0,2,31422.01,2023-02-11,12.1,14,0
전라,감자,곡물,방제,C,아니오,2021,21.0,4,26378.71,2023-08-29,21.97,13,1
충청,벼,곡물,비료,B,아니오,2019,13.0,1,98207.58,2023-03-01,24.1,11,0
전라,밀,곡물,방제,C,예,2023,7.0,3,85517.31,2023-06-24,17.89,12,0
경상,벼,곡물,경작,B,예,2023,22.0,1,18683.6,2023-04-15,22.61,19,0
전라,고구마,과일,비료,C,아니오,2022,25.0,2,51212.87,2023-03-16,16.17,7,0
강원,벼,채소,방제,A,예,2024,16.0,3,57908.95,2023-07-23,19.26,3,0
강원,콩,채소,경작,B,예,2020,20.0,3,27397.67,2023-07-18,21.94,12,1
경상,고구마,곡물,수확,C,예,2019,9.0,1,52973.43,2023-06-14,17.96,4,0
서울경기,감자,곡물,비료,B,아니오,2024,17.0,3,51843.99,2023-07-15,17.27,15,0
서울경기,콩,과일,수확,A,아니오,2023,18.0,4,11552.62,2023-09-26,21.27,15,1
서울경기,밀,곡물,수확,B,예,2019,17.0,1,32785.91,2023-03-28,21.03,10,0
서울경기,벼,채소,경작,C,아니오,2023,23.0,1,66511.49,2023-07-19,22.12,9,0
서울경기,벼,곡물,비료,A,예,2024,18.0,1,53054.09,2023-07-13,19.38,5,0
강원,벼,곡물,방제,B,예,2024,27.0,3,58800.41,2023-02-22,13.72,16,0
충청,감자,채소,경작,C,아니오,2018,22.0,2,40140.15,2023-04-12,19.68,8,0
강원,콩,채소,경작,A,아니오,2022,10.0,2,83634.39,2023-08-13,14.79,6,0
충청,고구마,과일,방제,C,아니오,2020,7.0,3,19291.46,2023-10-09,24.98,1,2
강원,고구마,곡물,경작,A,예,2020,11.0,4,19560.68,2023-09-30,28.83,15,1
전라,고구마,과일,수확,B,예,2021,17.0,2,45036.95,2023-11-06,21.41,12,1
서울경기,고구마,과일,경작,B,예,2021,5.0,2,59611.81,2023-05-10,21.45,13,1
서울경기,밀,곡물,경작,A,아니오,2023,25.0,1,96208.64,2023-03-15,20.0,4,0
경상,콩,곡물,경작,A,예,2023,12.0,1,48129.09,2023-06-10,17.58,16,0
서울경기,벼,채소,수확,B,예,2020,26.0,3,34113.36,2023-08-11,24.45,14,0
서울경기,감자,곡물,수확,C,아니오,2022,23.0,3,95964.87,2023-08-03,14.18,12,0
충청,고구마,채소,경작,C,예,2018,19.0,3,41789.06,2023-04-19,13.03,8,0
전라,콩,곡물,수확,B,아니오,2020,10.0,1,20630.32,2023-08-05,21.0,13,0
강원,감자,채소,방제,A,예,2021,4.0,4,18765.39,2023-07-24,16.5,15,1
경상,벼,과일,비료,B,아니오,2019,13.0,3,31536.97,2023-06-29,14.8,5,0
경상,콩,곡물,경작,A,예,2020,5.0,4,59224.96,2023-08-03,16.87,2,1
전라,고구마,채소,수확,A,예,2022,19.0,2,38927.33,2023-06-10,18.91,3,1
충청,감자,과일,경작,B,예,2024,28.0,3,46479.97,2023-06-30,12.32,15,0
강원,밀,채소,경작,B,아니오,2020,11.0,2,34424.74,2023-06-29,12.73,8,0
서울경기,콩,곡물,비료,B,아니오,2024,17.0,3,12645.7,2023-04-14,23.77,19,0
전라,콩,채소,경작,C,아니오,2022,8.0,2,19731.41,2023-05-15,12.72,14,0
강원,감자,과일,수확,A,예,2021,9.0,3,24265.19,2023-05-07,24.01,9,1
강원,콩,과일,비료,C,아니오,2020,12.0,4,53714.87,2023-11-16,16.4,15,1
전라,콩,채소,수확,C,아니오,2023,21.0,3,7384.42,2023-08-12,29.96,11,1
전라,감자,채소,방제,C,예,2021,10.0,1,3904.5,2023-09-25,11.45,9,2
전라,고구마,곡물,수확,C,예,2021,21.0,2,64865.32,2023-05-10,14.36,13,0
서울경기,벼,채소,경작,A,예,2024,18.0,2,86443.21,2023-04-20,20.13,13,0
전라,감자,채소,방제,B,아니오,2021,19.0,3,25287.41,2023-09-15,22.27,9,1
강원,벼,과일,방제,C,예,2022,17.0,2,98288.75,2023-03-23,13.2,3,0
서울경기,벼,채소,경작,C,예,2021,19.0,3,52641.42,2023-05-06,23.74,15,0
충청,감자,채소,경작,B,예,2024,15.0,1,80073.15,2023-03-02,13.61,8,0
전라,콩,과일,수확,C,아니오,2022,7.0,1,93830.28,2023-07-01,14.27,15,0
강원,벼,과일,경작,B,예,2022,8.0,1,92985.45,2023-06-16,23.71,8,0
강원,콩,채소,경작,C,예,2024,22.0,3,78799.57,2023-03-26,23.05,3,0
경상,벼,채소,경작,B,예,2022,19.0,3,13105.16,2023-03-15,19.14,12,0
전라,감자,곡물,수확,B,아니오,2021,14.0,2,78492.74,2023-08-24,12.2,14,0
서울경기,밀,채소,경작,A,아니오,2019,29.0,1,75145.89,2023-07-26,14.45,5,0
충청,감자,채소,비료,A,예,2023,17.0,1,30962.71,2023-05-08,12.4,9,0
강원,벼,채소,수확,B,예,2023,4.0,3,30421.19,2023-10-05,27.94,16,1
서울경기,밀,곡물,비료,B,아니오,2019,16.0,3,83337.22,2023-08-15,21.43,16,0
충청,벼,곡물,경작,A,아니오,2021,19.0,2,53562.87,2023-06-03,12.7,14,0
전라,콩,곡물,비료,A,예,2022,28.0,3,59815.14,2023-02-15,17.04,8,0
충청,벼,과일,비료,A,예,2024,15.0,1,83309.47,2023-07-27,12.85,18,0
강원,콩,과일,경작,A,아니오,2024,16.0,2,27934.59,2023-02-14,23.82,12,0
강원,콩,과일,수확,B,아니오,2022,13.0,3,61811.91,2023-07-03,24.88,4,1
서울경기,콩,곡물,비료,B,예,2020,13.0,2,77911.2,2023-07-31,13.35,10,0
전라,콩,채소,비료,B,예,2020,13.0,1,68957.26,2023-05-01,15.67,15,0
서울경기,벼,곡물,비료,A,예,2021,15.0,3,95738.02,2023-04-07,23.14,9,0
전라,콩,곡물,수확,C,예,2022,17.0,4,32414.19,2023-10-02,15.4,5,1
서울경기,고구마,곡물,비료,B,예,2018,20.0,1,59733.64,2023-05-03,21.48,15,0
충청,밀,곡물,경작,C,아니오,2020,27.0,1,54510.21,2023-07-07,14.26,6,0
충청,콩,과일,수확,B,아니오,2021,13.0,2,88081.94,2023-04-09,19.07,11,0
서울경기,벼,채소,수확,B,예,2021,7.0,3,27619.46,2023-02-07,16.69,3,0
강원,감자,곡물,경작,B,아니오,2022,8.0,2,31104.28,2023-11-11,27.3,4,1
서울경기,고구마,곡물,경작,A,예,2018,8.0,3,84339.89,2023-08-05,22.89,18,0
경상,감자,채소,수확,C,예,2019,22.0,4,23524.29,2023-11-28,25.98,10,1
충청,콩,채소,비료,B,예,2020,7.0,2,33346.65,2023-06-24,23.25,5,0
서울경기,벼,과일,경작,B,예,2018,20.0,1,86114.08,2023-06-14,12.69,3,0
강원,감자,곡물,방제,C,예,2020,10.0,3,66480.53,2023-08-16,14.24,18,0
경상,콩,채소,방제,A,아니오,2021,21.0,1,64250.23,2023-07-18,14.62,9,0
서울경기,고구마,채소,경작,C,예,2024,7.0,3,53516.93,2023-03-06,14.63,19,0
충청,벼,곡물,경작,A,아니오,2020,12.0,2,14387.81,2023-05-20,15.2,16,0
전라,밀,곡물,수확,B,예,2020,17.0,1,28292.35,2023-08-15,17.74,4,0
강원,감자,곡물,수확,C,아니오,2023,16.0,2,48487.6,2023-09-25,17.48,2,1
충청,벼,과일,수확,A,예,2021,21.0,2,35544.17,2023-06-05,19.81,9,1
강원,콩,채소,수확,A,예,2022,8.0,2,5698.35,2023-09-06,27.96,15,1
강원,콩,채소,수확,C,예,2021,22.0,1,95229.68,2023-02-17,16.18,4,0
충청,벼,채소,수확,A,아니오,2020,17.0,1,93308.34,2023-05-29,13.85,16,0
서울경기,벼,채소,방제,A,아니오,2018,8.0,2,67891.7,2023-03-14,14.91,15,0
경상,고구마,곡물,경작,A,아니오,2023,21.0,2,96729.93,2023-02-17,18.01,9,0
경상,벼,채소,비료,A,아니오,2018,23.0,3,49631.82,2023-08-18,24.21,10,0
전라,감자,과일,수확,C,예,2018,20.0,2,16376.45,2023-08-31,24.88,10,1
충청,감자,채소,경작,C,예,2021,13.0,3,33639.1,2023-04-04,24.13,12,0
전라,벼,채소,경작,B,예,2019,17.0,3,42950.31,2023-06-26,20.44,14,0
강원,밀,곡물,경작,A,아니오,2020,7.0,1,28088.52,2023-03-15,19.07,15,0
강원,콩,곡물,수확,A,예,2023,12.0,1,19355.07,2023-02-10,12.1,9,0
경상,밀,채소,경작,A,예,2024,7.0,1,55317.83,2023-05-03,22.02,6,0
강원,감자,곡물,비료,B,아니오,2019,13.0,2,15507.43,2023-08-24,14.01,16,0
서울경기,콩,과일,경작,B,예,2022,23.0,3,44944.6,2023-02-26,12.5,7,0
서울경기,콩,곡물,비료,B,아니오,2022,12.0,2,97974.47,2023-06-26,23.1,15,0
강원,벼,곡물,경작,B,예,2018,20.0,1,92722.41,2023-03-10,14.27,10,0
전라,감자,과일,수확,B,예,2021,7.0,3,29443.5,2023-05-31,17.19,13,1
서울경기,콩,채소,경작,A,아니오,2019,17.0,2,18548.48,2023-04-06,20.69,4,0
충청,감자,곡물,경작,C,아니오,2018,9.0,2,27861.75,2023-10-22,10.82,5,2
충청,벼,과일,수확,B,예,2023,20.0,2,84793.4,2023-03-28,15.65,14,0
서울경기,콩,채소,경작,C,예,2022,20.0,1,76167.95,2023-03-17,15.85,9,0
경상,고구마,채소,비료,A,아니오,2024,10.0,3,45774.74,2023-02-14,14.55,3,0
전라,밀,곡물,비료,B,아니오,2022,12.0,3,65811.83,2023-03-20,12.47,10,0
서울경기,밀,곡물,경작,C,아니오,2022,12.0,2,64414.26,2023-04-16,13.63,5,0
경상,콩,채소,방제,C,아니오,2024,1.0,2,29684.35,2023-08-26,19.32,5,2
강원,콩,곡물,경작,C,예,2022,16.0,1,97649.21,2023-04-28,23.53,15,0
충청,밀,과일,경작,B,예,2022,12.0,1,66890.78,2023-07-08,16.97,4,0
충청,밀,채소,경작,C,예,2022,11.0,1,87886.2,2023-07-29,18.14,16,0
충청,고구마,채소,경작,A,아니오,2023,29.0,2,38089.54,2023-08-02,19.86,7,0
강원,밀,곡물,방제,B,아니오,2021,16.0,2,70621.41,2023-06-15,18.34,6,0
경상,밀,곡물,방제,A,예,2018,20.0,2,55399.94,2023-03-01,16.2,18,0
전라,감자,채소,비료,B,예,2024,16.0,3,68576.52,2023-03-27,13.01,5,0
서울경기,밀,곡물,비료,C,아니오,2022,18.0,3,75700.91,2023-06-10,14.76,6,0
전라,고구마,과일,비료,C,예,2024,15.0,3,92472.71,2023-08-01,23.37,5,0
서울경기,밀,곡물,비료,B,예,2022,14.0,2,39585.07,2023-02-27,24.37,15,0
충청,벼,곡물,방제,B,아니오,2021,24.0,2,95901.27,2023-06-22,13.29,6,0
충청,밀,곡물,비료,A,아니오,2023,25.0,3,47710.44,2023-06-27,13.59,16,0
전라,밀,곡물,비료,C,아니오,2019,13.0,3,49362.35,2023-02-04,24.27,16,0
서울경기,벼,곡물,수확,B,예,2023,8.0,2,19607.77,2023-08-31,20.31,11,0
전라,감자,채소,비료,B,아니오,2019,16.0,2,97250.57,2023-08-07,14.41,17,0
충청,콩,곡물,수확,C,예,2023,9.0,4,41531.7,2023-06-22,25.26,8,1
전라,벼,채소,경작,A,예,2024,17.0,3,99536.13,2023-02-15,22.47,13,0
강원,고구마,과일,방제,A,아니오,2019,10.0,1,97920.98,2023-08-25,13.81,7,0
전라,벼,곡물,경작,C,아니오,2024,20.0,3,52552.52,2023-04-06,22.33,19,0
강원,고구마,채소,수확,B,아니오,2023,9.0,1,13329.05,2023-06-15,14.72,19,0
전라,고구마,곡물,수확,B,아니오,2024,14.0,2,29874.34,2023-10-28,19.44,8,1
강원,벼,채소,경작,A,예,2020,9.0,1,73787.06,2023-05-14,19.29,17,0
강원,감자,채소,경작,C,예,2020,15.0,3,81591.66,2023-05-08,14.51,16,0
전라,감자,과일,수확,C,아니오,2021,21.0,3,19265.07,2023-05-06,15.98,2,1
강원,콩,채소,수확,A,예,2020,8.0,2,22174.17,2023-02-07,24.76,7,0
전라,벼,채소,비료,A,예,2020,26.0,3,55502.75,2023-04-28,16.41,4,0
강원,벼,곡물,경작,A,예,2019,16.0,2,59452.16,2023-02-14,13.07,11,0
전라,감자,채소,경작,A,아니오,2021,13.0,4,54223.24,2023-09-28,18.77,2,1
경상,벼,곡물,경작,B,아니오,2018,12.0,1,98719.63,2023-06-10,22.29,16,0
강원,벼,곡물,비료,A,아니오,2021,23.0,3,64470.19,2023-02-05,13.33,6,0
강원,콩,곡물,방제,A,아니오,2022,17.0,1,60176.3,2023-06-28,12.13,13,0
충청,밀,채소,비료,A,아니오,2023,13.0,2,98075.78,2023-08-23,19.66,4,0
경상,콩,채소,방제,A,아니오,2022,8.0,1,2080.71,2023-01-19,22.9,8,2
전라,고구마,채소,방제,B,아니오,2022,26.0,3,28304.09,2023-02-09,14.1,7,0
충청,밀,곡물,수확,A,아니오,2023,9.0,1,71267.56,2023-03-07,13.24,19,0
서울경기,콩,채소,경작,B,아니오,2020,16.0,3,95456.85,2023-04-15,17.72,19,0
강원,벼,곡물,경작,A,예,2021,18.0,3,20496.47,2023-03-06,19.86,4,0
전라,벼,과일,수확,B,예,2019,12.0,2,56608.28,2023-02-15,14.08,6,0
전라,밀,곡물,비료,B,아니오,2021,16.0,2,56002.27,2023-05-01,18.25,7,0
서울경기,감자,채소,수확,B,예,2021,12.0,4,6970.89,2023-10-16,22.82,16,1
서울경기,감자,채소,경작,B,아니오,2020,17.0,1,44819.87,2023-02-24,12.73,18,0
충청,콩,곡물,수확,A,아니오,2024,20.0,1,73594.89,2023-05-22,20.08,13,0
서울경기,감자,곡물,방제,B,아니오,2022,25.0,3,17815.13,2023-02-06,14.93,9,0
강원,벼,곡물,방제,B,아니오,2024,16.0,1,44458.68,2023-03-05,21.11,5,0
강원,감자,채소,방제,C,아니오,2020,12.0,2,42115.8,2023-07-23,16.87,16,0
전라,벼,채소,방제,A,예,2018,12.0,3,11480.55,2023-02-03,16.1,11,2
전라,고구마,과일,경작,B,아니오,2022,14.0,1,49417.36,2023-05-11,14.39,6,0
강원,벼,곡물,경작,C,예,2020,28.0,1,49288.32,2023-06-07,20.52,7,0
강원,감자,곡물,방제,C,아니오,2024,11.0,3,21720.38,2023-01-03,22.08,7,2
강원,감자,과일,경작,B,아니오,2024,14.0,3,60528.64,2023-08-20,22.09,6,0
충청,벼,채소,경작,A,아니오,2023,15.0,3,51192.02,2023-06-04,20.26,10,0
충청,콩,과일,수확,B,예,2020,14.0,3,16330.48,2023-08-25,18.59,9,1
서울경기,콩,곡물,수확,C,예,2022,8.0,1,61325.46,2023-05-27,17.75,8,0
강원,콩,과일,수확,C,아니오,2022,9.0,2,52598.37,2023-07-31,13.54,16,0
충청,밀,채소,비료,B,예,2022,28.0,2,40599.3,2023-02-17,24.82,16,0
충청,밀,채소,비료,C,예,2020,29.0,1,28949.99,2023-02-06,14.12,6,0
강원,고구마,채소,경작,B,아니오,2023,3.0,3,52114.6,2023-05-26,15.92,15,1
강원,콩,곡물,경작,C,아니오,2024,21.0,1,84845.8,2023-08-25,12.44,10,0
서울경기,밀,곡물,경작,A,아니오,2024,19.0,3,39316.1,2023-04-22,23.83,12,0
강원,벼,과일,수확,A,아니오,2019,7.0,1,95754.11,2023-02-26,14.89,9,0
충청,밀,곡물,수확,A,예,2018,20.0,4,33407.76,2023-07-10,27.88,11,1
서울경기,벼,곡물,수확,B,예,2024,23.0,3,69902.89,2023-05-15,18.51,15,0
서울경기,벼,곡물,경작,B,예,2020,18.0,2,96147.09,2023-04-08,14.79,4,0
강원,벼,채소,경작,C,예,2020,16.0,1,22916.53,2023-04-03,18.6,14,0
서울경기,벼,채소,비료,C,아니오,2018,27.0,3,45716.45,2023-08-15,17.49,16,0
강원,콩,채소,비료,C,아니오,2021,9.0,2,23025.03,2023-03-22,21.5,6,0
경상,콩,곡물,비료,A,아니오,2019,12.0,3,54933.61,2023-04-23,13.52,4,0
서울경기,벼,곡물,경작,A,예,2023,8.0,1,15893.31,2023-04-28,15.19,10,0
강원,벼,과일,경작,C,예,2023,20.0,2,79020.94,2023-06-06,16.27,11,0
강원,벼,채소,경작,A,예,2024,16.0,2,23833.02,2023-04-29,24.53,15,0
충청,콩,곡물,수확,B,아니오,2019,16.0,1,32200.89,2023-04-12,23.68,9,0
강원,벼,채소,경작,B,아니오,2022,20.0,3,72214.35,2023-03-26,14.04,18,0
서울경기,밀,곡물,경작,B,아니오,2024,25.0,2,22675.48,2023-02-09,22.51,11,0
강원,밀,곡물,수확,B,아니오,2019,17.0,2,61232.95,2023-08-26,12.12,5,0
경상,감자,채소,경작,C,예,2023,1.0,1,10624.6,2023-05-07,14.96,6,2
전라,콩,과일,경작,B,아니오,2023,3.0,3,11291.22,2023-10-05,28.64,10,1
강원,밀,과일,경작,C,아니오,2018,16.0,3,27999.85,2023-04-04,14.27,8,0
충청,벼,곡물,비료,C,아니오,2022,7.0,2,99707.82,2023-02-11,22.89,3,0
강원,감자,채소,방제,B,예,2020,8.0,1,80204.21,2023-04-02,22.03,10,0
강원,고구마,곡물,방제,B,예,2023,21.0,1,46086.38,2023-02-27,21.11,18,0
충청,콩,채소,경작,B,예,2019,25.0,1,49091.67,2023-05-29,23.08,11,0
서울경기,고구마,채소,방제,B,아니오,2018,10.0,2,88418.68,2023-02-21,21.48,7,0
전라,밀,채소,경작,B,예,2023,16.0,1,20618.22,2023-10-10,10.29,6,2
강원,밀,곡물,방제,B,아니오,2020,27.0,1,90277.68,2023-05-20,18.63,5,0
전라,밀,곡물,수확,A,아니오,2023,28.0,1,23968.66,2023-03-26,17.33,6,0
전라,콩,곡물,경작,A,아니오,2020,7.0,1,45152.01,2023-07-28,15.73,5,0
전라,밀,채소,수확,B,아니오,2024,11.0,2,30421.36,2023-09-08,18.17,8,1
강원,벼,곡물,비료,C,아니오,2018,20.0,3,24491.15,2023-03-05,18.56,9,0
강원,고구마,곡물,비료,B,예,2020,7.0,2,51297.71,2023-05-24,17.19,10,0
강원,콩,과일,경작,A,아니오,2020,3.0,3,9319.59,2023-12-29,21.24,11,2
충청,콩,채소,수확,A,예,2020,16.0,3,56203.98,2023-05-24,19.34,13,0
경상,고구마,곡물,수확,A,아니오,2018,10.0,3,89561.91,2023-04-03,14.29,6,0
충청,벼,곡물,수확,C,아니오,2020,22.0,3,35789.72,2023-08-30,28.63,16,1
강원,콩,채소,방제,C,예,2018,12.0,3,43338.59,2023-08-31,29.89,12,1
전라,벼,채소,경작,B,예,2024,18.0,3,14841.88,2023-07-31,13.19,8,0
경상,밀,곡물,비료,A,예,2024,17.0,3,32475.54,2023-03-15,17.02,4,0
충청,벼,과일,경작,A,예,2020,14.0,1,27757.48,2023-04-14,17.93,16,0
서울경기,밀,채소,비료,A,아니오,2023,20.0,3,61114.4,2023-06-21,22.93,6,0
서울경기,콩,과일,비료,A,예,2021,26.0,2,16813.22,2023-05-29,21.59,7,0
