사고년도,가해자성별,가해자연령,가해차종,가해자신체상해정도,피해자성별,피해자연령,피해차종,피해자신체상해정도,사고유형,가해자법규위반,기상상태,시각,사건번호
2019,남,20세,이륜차,상해없음,남,62세,자전거,중상,차대차 - 기타,안전운전불이행,맑음,2019-06-23_16시,ID_6544
2015,남,31세,승용차,상해없음,여,45세,자전거,경상,차대차 - 측면직각충돌,안전운전불이행,맑음,2015-07-01_10시,ID_938
2016,남,24세,승용차,상해없음,여,47세,자전거,중상,차대차 - 측면직각충돌,안전운전불이행,맑음,2016-08-29_21시,ID_2196
2020,남,69세,승용차,상해없음,여,58세,자전거,경상,차대차 - 기타,안전운전불이행,맑음,2020-10-29_12시,ID_7700
2018,남,62세,승용차,상해없음,여,53세,자전거,경상,차대차 - 추돌,안전운전불이행,맑음,2018-06-05_9시,ID_5351
2019,남,53세,이륜차,상해없음,여,59세,자전거,경상,차대차 - 기타,안전운전불이행,맑음,2019-12-18_11시,ID_6252
2016,남,35세,승용차,상해없음,남,76세,자전거,경상,차대차 - 측면직각충돌,안전운전불이행,맑음,2016-03-09_8시,ID_3318
2017,여,43세,승용차,상해없음,남,82세,자전거,경상,차대차 - 측면충돌,안전운전불이행,맑음,2017-11-23_17시,ID_4737
2019,남,51세,화물차,상해없음,남,48세,자전거,경상,차대차 - 기타,신호위반,맑음,2019-07-05_15시,ID_6417
2019,여,33세,승용차,상해없음,남,65세,자전거,중상,차대차 - 측면충돌,안전운전불이행,맑음,2019-05-02_12시,ID_6379
2016,남,41세,화물차,상해없음,남,60세,자전거,경상,차대차 - 측면직각충돌,안전운전불이행,맑음,2016-12-11_6시,ID_2882
2018,남,68세,승용차,상해없음,남,76세,자전거,중상,차대차 - 측면충돌,기타,맑음,2018-07-27_14시,ID_5700
2015,남,54세,승용차,상해없음,남,25세,자전거,중상,차대차 - 기타,신호위반,맑음,2015-09-09_0시,ID_771
2015,여,33세,승용차,상해없음,여,31세,자전거,경상,차대차 - 측면직각충돌,안전운전불이행,맑음,2015-05-06_19시,ID_1256
2016,남,27세,승용차,상해없음,남,18세,자전거,경상,차대차 - 기타,교차로운행방법위반,비,2016-11-07_22시,ID_3011
2019,여,44세,승용차,상해없음,남,76세,자전거,중상,차대차 - 기타,안전운전불이행,맑음,2019-09-03_9시,ID_5862
2015,여,41세,승용차,상해없음,남,7세,자전거,경상,차대차 - 측면직각충돌,기타,맑음,2015-05-26_14시,ID_1643
2020,남,55세,승용차,상해없음,남,12세,자전거,경상,차대차 - 측면충돌,신호위반,맑음,2020-12-03_15시,ID_7364
2015,남,54세,화물차,상해없음,남,24세,자전거,경상,차대차 - 측면직각충돌,신호위반,맑음,2015-09-02_7시,ID_2000
2015,남,16세,원동기장치자전거,상해없음,여,65세,자전거,중상,차대차 - 측면직각충돌,안전운전불이행,맑음,2015-06-19_15시,ID_192
2020,남,62세,화물차,상해없음,남,73세,자전거,경상,차대차 - 기타,안전운전불이행,흐림,2020-07-20_17시,ID_6866
2015,남,19세,승용차,상해없음,남,59세,자전거,중상,차대차 - 측면직각충돌,안전운전불이행,맑음,2015-02-01_20시,ID_1906
2016,여,67세,승용차,상해없음,여,63세,자전거,중상,차대차 - 정면충돌,신호위반,흐림,2016-02-29_4시,ID_2384
2015,남,64세,승용차,상해없음,남,78세,자전거,경상,차대차 - 기타,신호위반,흐림,2015-07-25_7시,ID_127
2020,남,64세,승용차,상해없음,여,30세,자전거,경상,차대차 - 기타,안전운전불이행,맑음,2020-08-31_18시,ID_7609
2015,남,48세,승용차,상해없음,남,29세,자전거,경상,차대차 - 측면직각충돌,안전거리미확보,맑음,2015-07-29_16시,ID_997
2016,여,46세,승용차,상해없음,남,72세,자전거,경상,차대차 - 정면충돌,안전운전불이행,맑음,2016-06-14_17시,ID_3165
2016,남,16세,자전거,상해없음,여,65세,보행자,중상,차대사람 - 차도통행중,안전운전불이행,맑음,2016-04-08_23시,ID_3072
2020,남,54세,화물차,상해없음,남,61세,자전거,중상,차대차 - 기타,교차로통행방법위반,흐림,2020-02-21_8시,ID_6874
2018,남,31세,승용차,상해없음,남,12세,자전거,경상,차대차 - 측면충돌,신호위반,맑음,2018-07-16_19시,ID_5407
2018,여,60세,승용차,상해없음,여,57세,자전거,경상,차대차 - 측면충돌,안전운전불이행,맑음,2018-10-22_9시,ID_5230
2020,여,67세,승용차,상해없음,여,62세,자전거,중상,차대차 - 측면충돌,안전운전불이행,맑음,2020-03-12_9시,ID_7560
2020,여,25세,자전거,경상,여,34세,자전거,중상,차대차 - 기타,안전운전불이행,맑음,2020-07-19_2시,ID_7055
2015,남,52세,승용차,상해없음,남,74세,자전거,중상,차대차 - 추돌 - 진행중,안전운전불이행,맑음,2015-01-28_13시,ID_1076
2020,여,59세,이륜차,상해없음,여,71세,자전거,경상,차대차 - 기타,안전운전불이행,맑음,2020-05-13_17시,ID_7760
2015,남,26세,승용차,상해없음,남,17세,자전거,중상,차대차 - 기타,안전운전불이행,맑음,2015-04-25_22시,ID_313
2019,남,39세,승용차,상해없음,여,62세,자전거,경상,차대차 - 기타,기타,맑음,2019-08-21_8시,ID_5936
2016,남,47세,승합차,상해없음,남,70세,자전거,경상,차대차 - 정면충돌,교차로운행방법위반,맑음,2016-12-09_7시,ID_2230
2020,남,57세,승용차,상해없음,여,59세,자전거,중상,차대차 - 측면충돌,안전운전불이행,맑음,2020-11-09_2시,ID_7762
2020,남,51세,화물차,상해없음,여,74세,자전거,중상,차대차 - 측면충돌,안전운전불이행,맑음,2020-01-09_15시,ID_7290
2015,남,69세,승합차,상해없음,여,9세,자전거,중상,차대차 - 기타,안전운전불이행,맑음,2015-04-01_15시,ID_1726
2015,남,26세,승용차,상해없음,남,20세,자전거,경상,차대차 - 측면직각충돌,안전운전불이행,맑음,2015-03-25_9시,ID_765
2020,남,55세,승용차,상해없음,여,50세,자전거,경상,차대차 - 측면충돌,안전운전불이행,맑음,2020-11-24_21시,ID_7135
2015,남,27세,승용차,상해없음,남,12세,자전거,경상,차대차 - 측면직각충돌,안전운전불이행,맑음,2015-11-30_8시,ID_627
2018,남,51세,승용차,상해없음,남,60세,자전거,경상,차대차 - 기타,교차로통행방법위반,맑음,2018-02-24_14시,ID_5322
2016,남,41세,승용차,상해없음,남,78세,자전거,중상,차대차 - 기타,안전운전불이행,맑음,2016-12-30_6시,ID_2874
2018,남,24세,승용차,상해없음,여,54세,자전거,경상,차대차 - 측면충돌,안전운전불이행,맑음,2018-12-05_18시,ID_5646
2015,남,50세,승합차,상해없음,남,30세,자전거,중상,차대차 - 기타,안전운전불이행,맑음,2015-08-10_16시,ID_1470
2020,남,44세,자전거,상해없음,여,63세,보행자,중상,차대사람 - 기타,안전운전불이행,맑음,2020-08-27_18시,ID_6859
2016,남,37세,승용차,상해없음,남,78세,자전거,중상,차대차 - 측면직각충돌,안전운전불이행,맑음,2016-05-04_9시,ID_2766
2020,여,73세,승용차,상해없음,여,15세,자전거,중상,차대차 - 측면충돌,안전운전불이행,맑음,2020-10-10_2시,ID_6886
2018,남,42세,승용차,상해없음,남,80세,자전거,중상,차대차 - 기타,교차로통행방법위반,맑음,2018-01-20_13시,ID_5367
2020,여,40세,승용차,상해없음,남,76세,자전거,중상,차대차 - 측면충돌,안전운전불이행,흐림,2020-09-09_14시,ID_7596
2019,여,46세,승용차,상해없음,남,71세,자전거,중상,차대차 - 측면충돌,신호위반,맑음,2019-06-13_11시,ID_6663
2016,여,58세,승용차,상해없음,남,65세,자전거,경상,차대차 - 측면직각충돌,안전운전불이행,맑음,2016-09-05_19시,ID_2772
2016,남,37세,화물차,상해없음,남,56세,자전거,경상,차대차 - 정면충돌,중앙선침범,맑음,2016-09-17_17시,ID_3018
2015,여,60세,승용차,상해없음,남,83세,자전거,경상,차대차 - 측면직각충돌,안전운전불이행,맑음,2015-09-22_10시,ID_1538
2018,남,33세,승용차,상해없음,여,58세,자전거,경상,차대차 - 측면충돌,안전운전불이행,맑음,2018-10-08_10시,ID_5677
2016,여,53세,승용차,상해없음,남,84세,자전거,중상,차대차 - 측면직각충돌,안전운전불이행,맑음,2016-09-28_14시,ID_3489
2017,남,27세,자전거,상해없음,남,8세,자전거,경상,차대차 - 정면충돌,안전운전불이행,맑음,2017-05-20_16시,ID_3938
2015,남,88세,자전거,상해없음,남,67세,보행자,중상,차대사람 - 보도통행중,기타,맑음,2015-07-16_16시,ID_547
2017,남,40세,승용차,상해없음,남,58세,자전거,경상,차대차 - 측면충돌,직진우회전진행방해,비,2017-08-11_19시,ID_3616
2016,남,25세,이륜차,상해없음,남,17세,자전거,경상,차대차 - 측면직각충돌,안전운전불이행,맑음,2016-06-01_18시,ID_3585
2015,남,63세,승용차,상해없음,여,57세,자전거,경상,차대차 - 측면직각충돌,안전운전불이행,흐림,2015-07-22_14시,ID_161
2018,남,38세,승용차,상해없음,남,18세,자전거,경상,차대차 - 측면충돌,안전운전불이행,맑음,2018-05-03_9시,ID_4936
2015,여,56세,승용차,상해없음,여,47세,자전거,중상,차대차 - 기타,안전운전불이행,맑음,2015-09-24_16시,ID_1086
2017,남,28세,승용차,상해없음,남,40세,자전거,경상,차대차 - 측면충돌,안전운전불이행,맑음,2017-03-22_8시,ID_4817
2018,남,22세,자전거,상해없음,남,56세,이륜차,중상,차대차 - 기타,안전운전불이행,맑음,2018-03-29_21시,ID_5503
2020,남,73세,자전거,상해없음,남,46세,자전거,중상,차대차 - 기타,안전운전불이행,맑음,2020-04-11_16시,ID_7064
2016,남,43세,승용차,상해없음,남,16세,자전거,경상,차대차 - 측면직각충돌,안전운전불이행,맑음,2016-10-29_15시,ID_3244
2019,남,66세,자전거,경상,여,53세,승용차,경상,차대차 - 기타,안전운전불이행,맑음,2019-04-01_11시,ID_6483
2015,남,21세,자전거,기타불명,여,23세,자전거,중상,차대차 - 추돌 - 진행중,안전운전불이행,맑음,2015-06-21_23시,ID_519
2020,남,54세,승용차,상해없음,남,17세,자전거,경상,차대차 - 측면충돌,안전운전불이행,맑음,2020-10-11_13시,ID_7385
2015,남,53세,승합차,상해없음,남,14세,자전거,경상,차대차 - 측면직각충돌,신호위반,맑음,2015-04-30_12시,ID_1456
2015,남,13세,자전거,부상신고,남,56세,이륜차,경상,차대차 - 측면직각충돌,안전운전불이행,맑음,2015-05-28_17시,ID_424
2015,남,48세,승용차,상해없음,남,48세,자전거,경상,차대차 - 측면직각충돌,안전운전불이행,맑음,2015-08-19_8시,ID_807
2019,여,56세,이륜차,상해없음,남,81세,자전거,중상,차대차 - 기타,안전운전불이행,맑음,2019-05-20_0시,ID_6631
2016,여,51세,자전거,부상신고,남,20세,이륜차,경상,차대차 - 측면직각충돌,중앙선침범,맑음,2016-05-05_19시,ID_3385
2017,남,51세,승용차,상해없음,남,14세,자전거,경상,차대차 - 추돌,안전운전불이행,맑음,2017-03-11_15시,ID_4329
2019,여,39세,승용차,상해없음,남,78세,자전거,경상,차대차 - 측면충돌,안전운전불이행,맑음,2019-01-17_17시,ID_6785
2015,남,56세,화물차,상해없음,여,27세,자전거,경상,차대차 - 측면직각충돌,안전운전불이행,맑음,2015-03-29_11시,ID_828
2020,남,28세,화물차,상해없음,여,26세,자전거,경상,차대차 - 측면충돌,안전운전불이행,맑음,2020-05-25_10시,ID_7086
2019,여,55세,승용차,상해없음,남,84세,자전거,중상,차대차 - 기타,안전운전불이행,맑음,2019-09-11_9시,ID_6728
2016,남,74세,승용차,상해없음,남,19세,자전거,중상,차대차 - 측면직각충돌,안전운전불이행,흐림,2016-10-14_19시,ID_3372
2015,여,53세,자전거,상해없음,여,33세,보행자,경상,차대사람 - 보도통행중,기타,맑음,2015-09-22_12시,ID_1053
2016,남,44세,승용차,상해없음,남,59세,자전거,중상,차대차 - 측면직각충돌,안전운전불이행,맑음,2016-07-20_16시,ID_2844
2018,남,58세,자전거,상해없음,남,46세,자전거,중상,차대차 - 추돌,안전운전불이행,맑음,2018-09-25_17시,ID_4999
2016,여,43세,승용차,상해없음,남,51세,자전거,경상,차대차 - 측면직각충돌,안전운전불이행,흐림,2016-07-29_18시,ID_2494
2016,남,70세,승용차,상해없음,남,82세,자전거,중상,차대차 - 측면직각충돌,직진우회전진행방해,맑음,2016-01-11_13시,ID_3409
2015,남,27세,이륜차,상해없음,여,7세,자전거,중상,차대차 - 측면직각충돌,신호위반,맑음,2015-04-09_18시,ID_1072
2020,여,29세,자전거,상해없음,여,32세,자전거,경상,차대차 - 추돌,안전운전불이행,맑음,2020-03-08_10시,ID_7120
2019,남,37세,자전거,상해없음,남,70세,보행자,중상,차대사람 - 횡단중,안전운전불이행,맑음,2019-10-18_10시,ID_6174
2019,여,59세,승용차,상해없음,남,75세,자전거,경상,차대차 - 기타,안전운전불이행,맑음,2019-01-11_18시,ID_6743
2018,남,78세,승용차,상해없음,여,39세,자전거,중상,차대차 - 측면충돌,신호위반,맑음,2018-05-03_18시,ID_5761
2019,남,63세,이륜차,상해없음,여,75세,자전거,경상,차대차 - 측면충돌,안전운전불이행,맑음,2019-06-13_16시,ID_5888
2016,여,59세,승용차,상해없음,여,71세,자전거,경상,차대차 - 측면직각충돌,교차로운행방법위반,맑음,2016-11-04_15시,ID_3510
2016,남,12세,자전거,상해없음,남,51세,자전거,경상,차대차 - 측면직각충돌,안전운전불이행,맑음,2016-07-03_14시,ID_3198
2017,여,38세,승용차,상해없음,남,67세,자전거,경상,차대차 - 측면충돌,안전운전불이행,맑음,2017-10-30_14시,ID_4469
2017,남,23세,승용차,상해없음,남,14세,자전거,중상,차대차 - 측면충돌,신호위반,맑음,2017-03-15_8시,ID_4507
2017,여,48세,승용차,상해없음,여,10세,자전거,경상,차대차 - 기타,신호위반,맑음,2017-11-06_16시,ID_4308
2018,여,39세,승용차,상해없음,남,69세,자전거,경상,차대차 - 측면충돌,안전운전불이행,맑음,2018-09-06_7시,ID_5279
2015,여,35세,승용차,상해없음,남,13세,자전거,중상,차대차 - 기타,안전운전불이행,맑음,2015-08-17_16시,ID_786
2015,남,74세,승용차,상해없음,남,16세,자전거,경상,차대차 - 기타,직진우회전진행방해,맑음,2015-01-16_15시,ID_2040
2016,남,37세,승용차,상해없음,여,25세,자전거,경상,차대차 - 측면직각충돌,신호위반,맑음,2016-06-21_14시,ID_2238
2018,남,59세,화물차,상해없음,남,61세,자전거,중상,차대차 - 측면충돌,안전운전불이행,비,2018-06-26_10시,ID_5641
2016,남,40세,승합차,상해없음,남,73세,자전거,중상,차대차 - 측면직각충돌,안전운전불이행,맑음,2016-03-27_5시,ID_2308
2019,남,29세,승용차,상해없음,남,78세,자전거,경상,차대차 - 기타,안전운전불이행,맑음,2019-04-23_9시,ID_6356
2015,남,35세,화물차,상해없음,남,13세,자전거,경상,차대차 - 측면직각충돌,안전운전불이행,맑음,2015-06-02_13시,ID_1780
2019,여,49세,승용차,상해없음,여,67세,자전거,중상,차대차 - 측면충돌,안전운전불이행,맑음,2019-10-31_17시,ID_6768
2016,여,44세,승용차,기타불명,여,39세,자전거,경상,차대차 - 기타,안전운전불이행,맑음,2016-12-12_7시,ID_2157
2017,남,61세,화물차,상해없음,남,54세,자전거,중상,차대차 - 측면충돌,안전운전불이행,맑음,2017-07-11_15시,ID_4239
2015,남,49세,승합차,상해없음,남,64세,자전거,중상,차대차 - 기타,기타,맑음,2015-07-02_13시,ID_1670
2016,남,63세,승용차,상해없음,남,18세,자전거,경상,차대차 - 측면직각충돌,안전운전불이행,맑음,2016-04-16_3시,ID_2599
2016,여,45세,승용차,상해없음,남,22세,자전거,중상,차대차 - 측면직각충돌,교차로운행방법위반,맑음,2016-03-17_8시,ID_3178
